!TxCalibrationFile
!CalibrationTime:_2023217142915
!DeviceModel:54
!DeviceUID:34365105003C005B
!DeviceHardwareVersion:0
!DeviceFirmwareVersion:11777
!DeviceBaseBandVersion:0
!DeviceBusVersion:0
!DeviceAPIVersion:2
!ExternalAttenuationSource:NoCompensation
!Fixed Exteranl Attenuation:20.000000
!Linear Exteranl Attenuation (/1GHz):0.000000
!External Attenuation File Path:E:\AProjects\TRx60\R2_htra\TxCalfile
*
415	3	11	1	4565
-50	-45	-40	-35	-30	-25	-20	-15	-10	-5	0
4108
1000000	9900000	90	100000
10000000	90000000	9	10000000
100000000	6400000000	316	20000000
0	127	112	0	0
1	127	112	0	0
2	127	111	0	0
3	127	111	0	0
4	127	111	0	0
5	127	110	0	0
6	127	110	0	0
7	127	110	0	0
8	127	110	0	0
9	127	110	0	0
10	127	109	0	0
11	127	109	0	0
12	127	109	0	0
13	127	110	0	0
14	127	110	0	0
15	127	110	0	0
16	127	110	0	0
17	127	110	0	0
18	127	110	0	0
19	127	110	0	0
20	127	110	0	0
21	127	109	0	0
22	127	109	0	0
23	127	109	0	0
24	127	109	0	0
25	127	108	0	0
26	127	109	0	0
27	127	109	0	0
28	127	109	0	0
29	127	109	0	0
30	127	109	0	0
31	127	109	0	0
32	127	109	0	0
33	127	109	0	0
34	127	109	0	0
35	127	109	0	0
36	127	109	0	0
37	127	109	0	0
38	127	109	0	0
39	127	109	0	0
40	127	109	0	0
41	127	109	0	0
42	127	109	0	0
43	127	108	0	0
44	127	109	0	0
45	127	109	0	0
46	127	109	0	0
47	127	109	0	0
48	127	109	0	0
49	127	109	0	0
50	127	109	0	0
51	127	109	0	0
52	127	109	0	0
53	127	109	0	0
54	127	109	0	0
55	127	108	0	0
56	127	108	0	0
57	127	109	0	0
58	127	109	0	0
59	127	109	0	0
60	127	109	0	0
61	127	109	0	0
62	127	109	0	0
63	127	109	0	0
64	127	109	0	0
65	127	109	0	0
66	127	109	0	0
67	127	109	0	0
68	127	109	0	0
69	127	109	0	0
70	127	109	0	0
71	127	110	0	0
72	127	109	0	0
73	127	109	0	0
74	127	109	0	0
75	127	109	0	0
76	127	109	0	0
77	127	109	0	0
78	127	108	0	0
79	127	108	0	0
80	127	109	0	0
81	127	109	0	0
82	127	109	0	0
83	127	109	0	0
84	127	108	0	0
85	127	109	0	0
86	127	109	0	0
87	127	109	0	0
88	127	109	0	0
89	127	109	0	0
90	127	109	0	0
91	127	108	0	0
92	107	1	0	0
93	107	1	0	0
94	107	1	0	0
95	107	1	0	0
96	107	1	0	0
97	108	1	0	0
98	108	1	0	0
99	108	1	0	0
100	108	1	0	0
101	108	1	0	0
102	109	1	0	0
103	109	1	0	0
104	109	1	0	0
105	109	1	0	0
106	110	1	0	0
107	110	1	0	0
108	109	1	0	0
109	110	1	0	0
110	110	1	0	0
111	113	1	0	0
112	111	1	0	0
113	111	1	0	0
114	111	1	0	0
115	111	1	0	0
116	111	1	0	0
